id,campaign,field,before,after,before_read,after_read
f7e0fcc16600007d,26V459,remedy,"Dealers will install plastic saddles onto the positive interconnect cable and as necessary, install wind laces and a J-bolt between each battery, free of charge. Owner notification letters are expected to be mailed September 14, 2026. Owners may contact International customer service at 1-800-448-7825. International's number for this recall is 26510. This recall replaces and expands NHTSA Recall 25V534. Vehicles previously repaired under 25V534 will need the new remedy completed.","Dealers will install plastic saddles onto the positive interconnect cable, install wind laces and a J-bolt between each battery, free of charge. Owner notification letters are expected to be mailed October 26, 2026. Owners may contact International customer service at 1-800-448-7825. International's number for this recall is 26510. This recall replaces and expands NHTSA Recall 25V534. Vehicles previously repaired under 25V534 will need the new remedy completed.",2026-09-03T01:16:19+00:00,2026-09-03T07:32:32+00:00
2af0297a95a08cff,26V452,summary,"Hyundai Motor America (Hyundai) is recalling certain 2025 Kona Electric and 2026 Kona vehicles. The seat belt buckle in the rear center seat may fail to properly restrain an occupant during a crash.","Hyundai Motor America (Hyundai) is recalling certain 2024-2025 Kona Electric and 2024-2026 Kona vehicles. The seat belt buckle in the rear center seat may fail to properly restrain an occupant during a crash.",2026-09-03T01:16:19+00:00,2026-09-03T07:32:32+00:00
acff2eaf6d6ad970,26V448,remedy,"Dealers will inspect the roof rail covers and as necessary, repair or replace the push-pins, rail clips, or roof rail covers, free of charge. Interim letters, notifying owners of the safety risk, are expected to be mailed August 24, 2026. Additional letters will be sent once the remedy is available, anticipated in September 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S54. This recall expands previous NHTSA recall number 21V316. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 16, 2026.","Dealers will inspect the roof rail covers and as necessary, repair or replace the push-pins, rail clips, or roof rail covers, free of charge. Interim letters, notifying owners of the safety risk, were mailed August 28, 2026. Additional letters will be sent once the remedy is available, anticipated in January 2027. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S54. This recall expands previous NHTSA recall number 21V316. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 16, 2026.",2026-09-03T01:16:19+00:00,2026-09-03T07:32:32+00:00
50517178e1a05e85,26V421,remedy,"Dealers will inspect and replace the headlight assemblies, as necessary, free of charge. Interim notification letters, notifying owners of the safety risk, are expected to be mailed July, 30, 2026. Additional letters will be sent once the final remedy is available. Owners may contact Chrysler customer service at 800-853-1403. Chrysler's number for this recall is 62D. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning July 9, 2026.","Dealers will inspect and replace the headlight assemblies, as necessary, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed July, 30, 2026. Additional letters will be sent once the final remedy is available, anticipated October 2026. Owners may contact Chrysler customer service at 800-853-1403. Chrysler's number for this recall is 62D. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning July 9, 2026.",2026-09-03T01:16:19+00:00,2026-09-03T07:32:32+00:00
5d157f93d7e2c670,26V408,remedy,"Dealers will reconfigure the entrance door system wiring, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed August 25, 2026. Additional letters will be sent once the final remedy is available. Owners may contact DTNA customer service at 1-800-574-0712. DTNA's number for this recall is F1035.","Dealers will replace the door relay for the entrance door system, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed August 25, 2026. Additional letters will be sent once the final remedy is available, anticipated October 2026. Owners may contact DTNA customer service at 1-800-574-0712. DTNA's number for this recall is F1035.",2026-09-03T01:16:19+00:00,2026-09-03T07:32:32+00:00
52631b23b17fd4a0,26V407,remedy,"Dealers will reconfigure the entrance door system wiring, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed August 25, 2026. Additional letters will be sent once the final remedy is available. Owners may contact DTNA customer service at 1-800-574-0712. DTNA's number for this recall is F1035.","Dealers will replace the door relay for the entrance door system, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed August 25, 2026. Additional letters will be sent once the final remedy is available, anticipated October 2026. Owners may contact DTNA customer service at 1-800-574-0712. DTNA's number for this recall is F1035.",2026-09-03T01:07:52+00:00,2026-09-03T07:20:55+00:00
729496267d49d51f,26E039,remedy,"Dealers will inspect and replace the transmission control valve assembly as necessary, free of charge. Owner notification letters are expected to be mailed August 19, 2026. Owners may contact Nissan's customer service at 1-800-867-7669. Nissan's number for this recall is PD199.","Dealers will inspect and replace the transmission control valve assembly as necessary, free of charge. Owner notification letters were mailed August 31, 2026. Owners may contact Nissan's customer service at 1-800-867-7669. Nissan's number for this recall is PD199.",2026-09-01T04:37:29+00:00,2026-09-02T14:11:57+00:00
097c005fedd853e9,26E038,remedy,"Dealers will correct the wiring by install two diodes, free of charge. Owner notification letters were mailed June 29, 2026. Owners may contact Ricon customer service at 1-800-322-2884.","Dealers will correct the wiring by installing two diodes, free of charge. Owner notification letters were mailed June 29, 2026. Owners may contact Ricon customer service at 1-800-322-2884.",2026-09-01T04:37:29+00:00,2026-09-02T14:11:57+00:00
5dd6da8e19de29e7,26V419,remedy,"Dealers will inspect and replace the transmission control valve assembly as necessary, free of charge. Owner notification letters are expected to be mailed August 19, 2026. Owners may contact Nissan's customer service at 800-647-7261. Nissan's number for this recall is PD198. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 2, 2026.","Dealers will inspect and replace the transmission control valve assembly as necessary, free of charge. Owner notification letters were mailed August 31, 2026. Owners may contact Nissan's customer service at 800-647-7261. Nissan's number for this recall is PD198. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 2, 2026.",2026-09-02T06:16:57+00:00,2026-09-02T12:44:21+00:00
70f0e17d8a46b3de,26V395,remedy,"Farber Specialty will work with Akron Brass to update the firmware and repair the power line, free of charge. Owner notification letters are expected to be mailed June 25, 2026. Owners may contact Farber customer service at 1-800-331-3188.","Farber Specialty will work with Akron Brass to update the firmware and repair the power line, free of charge. Owner notification letters were mailed August 17, 2026. Owners may contact Farber customer service at 1-800-331-3188.",2026-09-02T06:08:02+00:00,2026-09-02T12:17:38+00:00
67acef9d9755742d,26V355,remedy,"Nova Bus will update the firmware, free of charge. Interim owner notification letters explaining the safety risk were mailed by July 17, 2026. Owners will receive another notice once remedy becomes available. Owners may contact Nova Bus customer service at 1-450-472-6410. Nova Bus' number for this recall is CR5918.","Nova Bus will update the firmware, free of charge. Interim owner notification letters explaining the safety risk were mailed by July 17, 2026. Owners will receive another notice once remedy becomes available. Owners may contact Nova Bus customer service at 1-450-472-6410. Nova Bus' number for this recall is CR5918. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning October 2, 2026.",2026-09-02T05:47:07+00:00,2026-09-02T12:14:18+00:00
fa2a4ddef958c812,26V300,remedy,"Nova Bus will replace the plastic panel door, free of charge. Owner notification letters are expected to be mailed July 11, 2026. Owners may contact Nova Bus customer service at 1-450-472-6410. Nova Bus' number for this recall is CR5884. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning July 11, 2026.","Nova Bus will replace the plastic panel door, free of charge. Interim owner notification letters explaining the safety risk were mailed by July 7, 2026. Owners will receive another notice once remedy becomes available. Owners may contact Nova Bus customer service at 1-450-472-6410. Nova Bus' number for this recall is CR5884. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning October 23, 2026.",2026-09-02T05:47:07+00:00,2026-09-02T12:14:18+00:00
8c0e6324dd77a205,26V288,summary,"Chryser (FCA US LLC) is recalling certain 2023-2026 Ram 2500 Pick up trucks. A software error in the powertrain control module may improperly allow the vehicle speed to exceed the tire speed rating, which can result in a loss of vehicle control.","Chrysler (FCA US LLC) is recalling certain 2023-2026 Ram 2500 Pick up trucks. A software error in the powertrain control module may improperly allow the vehicle speed to exceed the tire speed rating, which can result in a loss of vehicle control.",2026-09-02T05:34:35+00:00,2026-09-02T11:47:08+00:00
13adcb6286dd1821,26V077,remedy,"Nova Bus will replace the attachment brackets, free of charge. Interim owner notification letters explaining the safety risk were mailed by April 10, 2026. Owners will receive another notice once remedy becomes available. Owners may contact Nova Bus customer service at 1-450-472-6410. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning September 25, 2026.","Nova Bus will replace the attachment brackets, free of charge. Interim owner notification letters explaining the safety risk were mailed by April 10, 2026. Owners will receive another notice once remedy becomes available. Owners may contact Nova Bus customer service at 1-450-472-6410. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning December 4, 2026.",2026-09-02T04:46:56+00:00,2026-09-02T11:02:14+00:00
5e8e4b605c44e562,25V101,remedy,"Nova Bus will replace some windows with emergency exit windows, free of charge. This is a Phased campaign. Phase 1 will include 1 bus. Nova Bus will notify owners on or about 12/12/2025. Phase 2 will include 1 bus. Nova Bus will notify owners on or about 2/16/2026. Owner notification letters were mailed December 12, 2025. Owners may contact Nova Bus customer service at 866-870-2046. Nova Bus's number for this recall is CR5691.","Nova Bus will replace some windows with emergency exit windows, free of charge. This is a Phased campaign. Phase 1 will include 1 bus. Nova Bus will notify owners on or about 12/12/2025. Phase 2 will include 1 bus. Nova Bus will notify owners on or about 2/16/2026. Owner notification letters were mailed December 12, 2025. Owners may contact Nova Bus customer service at 866-870-2046. Nova Bus's number for this recall is CR5772.",2026-09-02T00:32:06+00:00,2026-09-02T07:13:46+00:00
bf1f9ab1b4cc16d7,26V494,remedy,"Dealers will replace the high voltage battery, free of charge. Owner notification letters are expected to be mailed September 14, 2026. Owners may contact Cadillac customer service at 1-800-333-4223, GMC customer service at 1-800-462-8782, and Chevrolet customer service at 1-800-222-1020. GM's number for this recall is N262562600. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 30, 2026.","Dealers will replace the high voltage battery, free of charge. Owner notification letters were mailed August 24, 2026. Owners may contact Cadillac customer service at 1-800-333-4223, GMC customer service at 1-800-462-8782, and Chevrolet customer service at 1-800-222-1020. GM's number for this recall is N262562600. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 30, 2026.",2026-09-01T03:47:34+00:00,2026-09-01T11:00:19+00:00
41d44b15775948b5,26V449,remedy,"Wabash will work with Hiab to replace the deck pins and bushing kits, free of charge. Owner notification letters are expected to be mailed August 31, 2026. Owners may contact Wabash customer service at 1-765-771-5404.","Wabash will work with Hiab to replace the deck pins and bushing kits, free of charge. Owner notification letters were mailed August 27, 2026. Owners may contact Wabash customer service at 1-765-771-5404.",2026-09-01T03:39:41+00:00,2026-09-01T10:34:09+00:00
269de665903694e3,26V436,remedy,"Subaru will mail a new certification label to owners, free of charge. Owners may also choose to have a dealer install the new label, free of charge. Letters informing owners of the safety risk are expected to be mailed August 25, 2026. Additional letters will be mailed once the remedy is available. Owners may contact Subaru customer service at 1-844-373-6614. Subaru's number for this recall is WRH-26.","Subaru will mail a new certification label to owners, free of charge. Owners may also choose to have a dealer install the new label, free of charge. Letters informing owners of the safety risk were mailed August 24, 2026. Additional letters will be mailed once the remedy is available. Owners may contact Subaru customer service at 1-844-373-6614. Subaru's number for this recall is WRH-26.",2026-09-01T03:39:41+00:00,2026-09-01T10:34:09+00:00
a6bdf03ead89a433,25V767,remedy,"Dealers will perform an inspection on the #1 main bearing using vehicle inspection software and drive data, and if necessary, replace the engine. Repairs will be performed free of charge. Interim letters notifying owners of the safety risk were mailed December 16, 2025. Additional letters will be sent once the final remedy is available. Owners may contact Toyota's customer service at 1-800-331-4331. Toyota's numbers for this recall are 25TB14 and 25TA14. Lexus' numbers for this recall are 25LB07 and 25LA07. This recall expands previous NHTSA recall number 24V381.","Dealers will perform an inspection on the #1 main bearing using vehicle inspection software and drive data, and if necessary, replace the engine. Repairs will be performed free of charge. Owner letters were mailed August 28, 2026. Owners may contact Toyota's customer service at 1-800-331-4331. Toyota's numbers for this recall are 25TB14 and 25TA14. Lexus' numbers for this recall are 25LB07 and 25LA07. This recall expands previous NHTSA recall number 24V381.",2026-09-01T00:24:40+00:00,2026-09-01T07:35:25+00:00
194bcc24d6721bdc,26V413,remedy,"Dealers will update the shifter module software, free of charge. Owner notification letters are expected to be mailed August 21, 2026. Owners may contact Chrysler customer service at 800-853-1403. Chrysler's number for this recall is 30D. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning July 9, 2026.","Dealers will update the shifter module software, free of charge. Owner notification letters were mailed August 20, 2026. Owners may contact Chrysler customer service at 800-853-1403. Chrysler's number for this recall is 30D. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning July 9, 2026.",2026-08-29T04:16:36+00:00,2026-08-29T11:05:33+00:00
9584f67fabfab856,26V412,remedy,"Dealers will replace the circuit board, free of charge. Owner notification letters are expected to be mailed August 28, 2026. Owners may contact Tiffin customer service at 1-256-356-8661. Tiffin's number for this recall is TIF-149. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning August 28, 2026.","Dealers will replace the circuit board, free of charge. Owner notification letters were mailed August 26, 2026. Owners may contact Tiffin customer service at 1-256-356-8661. Tiffin's number for this recall is TIF-149. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning August 28, 2026.",2026-08-29T04:16:36+00:00,2026-08-29T11:05:33+00:00
2d8cdfa1c3a247a7,26V408,remedy,"Dealers will reconfigure the entrance door system wiring, free of charge. Owner notification letters are expected to be mailed August 25, 2026. Owners may contact DTNA customer service at 1-800-574-0712. DTNA's number for this recall is F1035.","Dealers will reconfigure the entrance door system wiring, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed August 25, 2026. Additional letters will be sent once the final remedy is available. Owners may contact DTNA customer service at 1-800-574-0712. DTNA's number for this recall is F1035.",2026-08-29T04:16:36+00:00,2026-08-29T11:05:33+00:00
2e009627720ccc7c,26V407,remedy,"Dealers will reconfigure the entrance door system wiring, free of charge. Owner notification letters are expected to be mailed August 25, 2026. Owners may contact DTNA customer service at 1-800-574-0712. DTNA's number for this recall is F1035.","Dealers will reconfigure the entrance door system wiring, free of charge. Interim notification letters, notifying owners of the safety risk, were mailed August 25, 2026. Additional letters will be sent once the final remedy is available. Owners may contact DTNA customer service at 1-800-574-0712. DTNA's number for this recall is F1035.",2026-08-29T03:54:40+00:00,2026-08-29T10:46:22+00:00
e0734387a98bb65f,26V405,remedy,"Dealers will replace the steering gear assembly bolts, free of charge. Owner notification letters are expected to be mailed August 10, 2026. Harbinger's number for this recall is REC-04-00003.","Dealers will replace the steering gear assembly bolts, free of charge. Owner notification letters were mailed August 21, 2026. Harbinger's number for this recall is REC-04-00003.",2026-08-28T06:10:30+00:00,2026-08-28T13:02:09+00:00
61ba6ab1fbae2617,26V206,remedy,"Nova Bus will inspect and replace the glass as necessary, free of charge. Interim letters notifying owners of the safety risk were mailed May 29, 2026. Owners will receive another notice once remedy becomes available. Owners may contact Nova Bus customer service at 1-450-472-6410. Nova Bus' number for this recall is CR5877. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning May 30, 2026.","Nova Bus will inspect and replace the glass as necessary, free of charge. Interim letters notifying owners of the safety risk were mailed May 29, 2026. Owners will receive another notice once remedy becomes available. Owners may contact Nova Bus customer service at 1-450-472-6410. Nova Bus' number for this recall is CR5877. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning September 25, 2026.",2026-08-28T05:16:58+00:00,2026-08-28T12:17:23+00:00
0d4e11ab050faaea,26V533,remedy,"Halcore will work with Akron Brass to update the firmware and repair the power line, free of charge. Owner notification letters are expected to be mailed October 5, 2026. Owners may contact Akron Brass customer service at 1-800-228-1161 or Halcore customer service at 1-800-447-0343.","Weldon Division of Akron will update the firmware and repair the power line, free of charge. Owner notification letters are expected to be mailed October 5, 2026. Owners may contact Weldon customer service at 1-800-228-1161 or Halcore customer service at 1-800-447-0343.",2026-08-28T03:54:48+00:00,2026-08-28T11:11:53+00:00
720bdf7cd2cad0c8,26V532,remedy,"Dealers will replace the engine long blocks, free of charge. Owner notification letters are expected to be mailed August 24, 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S58. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on August 18, 2026.","Dealers will replace the engine long blocks, free of charge. Owner notification letters were mailed August 25, 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S58. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on August 18, 2026.",2026-08-28T03:54:48+00:00,2026-08-28T11:11:53+00:00
786626cf2d5ccf8b,26V470,summary,"Ford Motor Company (Ford) is recalling certain 2026-2027 Explorer and Lincoln Aviator vehicles. An unoccupied driver's seat may recline unintentionally during certain scenarios, such as remote unlock or remote start.","Ford Motor Company (Ford) is recalling certain 2025-2027 Explorer and Lincoln Aviator vehicles. An unoccupied driver's seat may recline unintentionally during certain scenarios, such as remote unlock or remote start.",2026-08-27T03:46:17+00:00,2026-08-27T10:01:26+00:00
6b108aa5b5e8aa6b,26V470,remedy,"The remedy is currently under development. The owner notification schedule has not been provided. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S53.","Dealers will disable the driver seat module (DSM) feature until parts are available. Once available, the motor will be replaced. Repairs will be performed free of charge. Interim letters, notifying owners of the safety risk, are expected to be mailed August 31, 2026. Additional letters will be sent once the remedy is available, anticipated in October 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S53.",2026-08-27T03:46:17+00:00,2026-08-27T10:01:26+00:00
9b50aa0ac87027b9,26V451,remedy,"Dealers will inspect and replace the bezel around the switch as necessary, free of charge. Interim letters explaining the safety risk were mailed August 19, 2026. Additional letters will be sent once the remedy is available, anticipated in January 2027. Lincoln Aviator owner notification letters were mailed August 21, 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S52. This recall expands Recall 25V393. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 16, 2026.","Dealers will inspect and replace the bezel around the switch as necessary, free of charge. This will be a phased campaign, with the remedy becoming available in different phases based on model and model years. Interim letters explaining the safety risk were mailed August 19, 2026. Additional letters will be sent once the remedy is available, anticipated in January 2027. Lincoln Aviator owner notification letters were mailed August 21, 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S52. This recall expands Recall 25V393. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 16, 2026.",2026-08-27T03:32:08+00:00,2026-08-27T09:58:19+00:00
508c81e07086424c,26V543,remedy,"Cornell will provide instructions to inspect and replace the trailer tongue, free of charge. Owner notification letters are expected to be mailed August 26, 2026. Owners may contact Cornell customer service at 1-503-653-0330.","Cornell will provide instructions to inspect and repair or replace the trailer tongue, free of charge. Owner notification letters are expected to be mailed August 26, 2026. Owners may contact Cornell customer service at 1-503-653-0330.",2026-08-27T01:32:09+00:00,2026-08-27T07:54:33+00:00
bb40ff2d1dc4d782,26V380,remedy,"Dealers will inspect the configuration and replace the inverter ground cable as necessary, free of charge. Owner notification letters are expected to be mailed July, 6, 2026. Owners may contact Alliance customer service at 1-574-218-7165. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning June 22, 2026.","Dealers will inspect the configuration and replace the inverter ground cable as necessary, free of charge. Owner notification letters were mailed August 24, 2026. Owners may contact Alliance customer service at 1-574-218-7165. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning June 22, 2026.",2026-08-26T07:01:58+00:00,2026-08-26T14:02:12+00:00
bd0a75c96dcabe14,26V103,remedy,"Owners are advised to limit their charge to a maximum of 70% until the recall repair is complete. Dealers will inspect and replace the battery modules as necessary, free of charge. Interim letters notifying owners of the safety risk were mailed March 16, 2026. Owners may contact Volvo Car’s customer service at 1-800-458-1552. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 23, 2026. This recall replaces and expands previous NHTSA recall number 26V001.","Owners are advised to limit their charge to a maximum of 70% until the recall repair is complete. Dealers will inspect and replace the battery modules as necessary, free of charge. Owner letters were mailed August 20, 2026. Owners may contact Volvo Car’s customer service at 1-800-458-1552. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 23, 2026. This recall replaces and expands previous NHTSA recall number 26V001.",2026-08-26T05:55:18+00:00,2026-08-26T12:41:32+00:00
00315e92e5abc65a,26V503,remedy,"Dealers will install an overcurrent protection device, free of charge. Owner notification letters are expected to be mailed August 3, 2026. Owners may contact Forest River customer service at 1-574-825-8602. Forest River's number for this recall is 210-2085.","Dealers will install an overcurrent protection device, free of charge. Owner notification letters were mailed August 25, 2026. Owners may contact Forest River customer service at 1-574-825-8602. Forest River's number for this recall is 210-2085.",2026-08-26T00:17:45+00:00,2026-08-26T07:32:10+00:00
e2731a7fc56edb39,26V498,remedy,"Owners are advised to park outside until the repair has been performed. Winnebago will release an over-the-air (OTA) software update, free of charge. Owner notification letters are expected to be mailed August 24, 2026. Owners may contact Winnebago customer service at 1-641-585-6939 or 1-800-537-1885. Winnebago's number for this recall is 208.","Owners are advised to park outside until the repair has been performed. Winnebago will release an over-the-air (OTA) software update, free of charge. Owner notification letters were mailed August 24, 2026. Owners may contact Winnebago customer service at 1-641-585-6939 or 1-800-537-1885. Winnebago's number for this recall is 208.",2026-08-26T00:17:45+00:00,2026-08-26T07:32:10+00:00
d1a75de80cecdd80,26V480,remedy,"Owners are advised not to tow their trailer until the repair has been completed. Dealer will replace the trailer tongue, free of charge. Owner notification letters are expected to be mailed September 22, 2026. Owners may contact Midwest customer service at 1-800-859-3028.","Owners are advised not to tow their trailer until the repair has been completed. Dealer will replace the trailer tongue, free of charge. Owner notification letters were mailed August 19, 2026. Owners may contact Midwest customer service at 1-800-859-3028.",2026-08-26T00:17:45+00:00,2026-08-26T07:32:10+00:00
4a0a8f9c43200e17,26V424,remedy,"Dealers will inspect and replace the rear subframe bolts as necessary, free of charge. Owner notification letters are expected to be mailed August 24, 2026. Owners may contact Honda's customer service at 1-888-234-2138. Honda's number for this recall is OOY. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning July 10, 2026.","Dealers will inspect and replace the rear subframe bolts as necessary, free of charge. Owner notification letters were mailed August 24, 2026. Owners may contact Honda's customer service at 1-888-234-2138. Honda's number for this recall is OOY. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning July 10, 2026.",2026-08-25T23:46:08+00:00,2026-08-26T07:22:50+00:00
2e80bca1d4a263c4,26V423,remedy,"Dealers will replace the rearview camera, free of charge. Owner notification letters are expected to be mailed August 24, 2026. Owners may contact Honda's customer service at 1-888-234-2138. Honda's number for this recall is HOX. This recall expands previous NHTSA recall number 20V438. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning July 9, 2026.","Dealers will replace the rearview camera, free of charge. Owner notification letters were mailed August 24, 2026. Owners may contact Honda's customer service at 1-888-234-2138. Honda's number for this recall is HOX. This recall expands previous NHTSA recall number 20V438. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning July 9, 2026.",2026-08-25T23:46:08+00:00,2026-08-26T07:22:50+00:00
3ca60ae2103e0dcb,25V449,remedy,"Dealers will inspect and replace or add additional air tanks as necessary, free of charge. Interim owner notification letters explaining the safety risk were mailed August 29, 2025. Owners will receive a second notice once remedy parts become available, anticipated late-June 2026. Owners may contact Autocar customer service at 1-888-218-3611. Autocar's numbers for this recall are ACTT-2503 and ACX-2503.","Dealers will inspect and replace or add additional air tanks as necessary, free of charge. Interim owner notification letters explaining the safety risk were mailed August 29, 2025. Owners will receive a second notice once remedy parts become available, anticipated September 2026. Owners may contact Autocar customer service at 1-888-218-3611. Autocar's numbers for this recall are ACTT-2503 and ACX-2503.",2026-08-25T06:45:35+00:00,2026-08-25T12:49:13+00:00
b2c43280f0cd4510,26V451,remedy,"Dealers will inspect and replace the bezel around the switch as necessary, free of charge. Interim letters explaining the safety risk are expected to be mailed July 27, 2026. Additional letters will be sent once the remedy is available, anticipated in January 2027. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S52. This recall expands Recall 25V393. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 16, 2026.","Dealers will inspect and replace the bezel around the switch as necessary, free of charge. Interim letters explaining the safety risk were mailed August 19, 2026. Additional letters will be sent once the remedy is available, anticipated in January 2027. Lincoln Aviator owner notification letters were mailed August 21, 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S52. This recall expands Recall 25V393. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on July 16, 2026.",2026-08-25T04:31:57+00:00,2026-08-25T10:18:53+00:00
28bba0a650e77d37,26V210,summary,"Isuzu Motors Limited (Isuzu) is recalling certain 2025-2027 Chevrolet Low Cab Forward 5500XD, 4500XD, Isuzu NRR, NPR HD, NPR XD, 2025-2026 Chevrolet Low Cab Forward 4500HD, and Isuzu NRR EV vehicles. The chassis and/or cab wire harnesses may chafe against metal components, leading to harness failure.","Isuzu Motors Limited (Isuzu) is recalling certain 2025-2027 Chevrolet Low Cab Forward 5500XD, 4500XD, Isuzu NRR, NPR HD, NPR XD, 2025-2027 Chevrolet Low Cab Forward 4500HD, and Isuzu NRR EV vehicles. The chassis and/or cab wire harnesses may chafe against metal components, leading to harness failure.",2026-08-25T03:32:23+00:00,2026-08-25T10:01:29+00:00
e0226acfbe9959f7,26V055,remedy,"Autocar will relocate the ESC unit, free of charge. Interim owner notification letters explaining the safety risk were be mailed March 27, 2026. Another notice will be sent once the remedy is available, anticipated May 2026. Owners may contact Autocar customer service at 1-888-218-3611. Autocar's number for this recall is ACX-2601.","Autocar will relocate the ESC unit, free of charge. Interim owner notification letters explaining the safety risk were be mailed March 27, 2026. Another notice will be sent once the remedy is available, anticipated October 2026. Owners may contact Autocar customer service at 1-888-218-3611. Autocar's number for this recall is ACX-2601.",2026-08-25T02:46:59+00:00,2026-08-25T09:17:00+00:00
269659f9473cb794,25V686,remedy,"Dealers will update the image processing module software, free charge.nThis will be a phased campaign, with the remedy becoming available in different phases based on model years. Interim letters notifying owners of the safety risk were mailed on October 30, 2025. Additional letters will be mailed once the remedy is available on each phase. Owner notification letters were mailed May 19, 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25SA8. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on October 13, 2025.","Dealers will update the image processing module software, free of charge.This will be a phased campaign, with the remedy becoming available in different phases based on model years. Interim letters notifying owners of the safety risk were mailed on October 30, 2025. Additional letters will be mailed once the remedy is available on each phase. Owner notification letters were mailed May 19, 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25SA8. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on October 13, 2025.",2026-08-25T01:32:23+00:00,2026-08-25T07:46:09+00:00
d5fe26e62a658b94,26V518,remedy,"Dealers will install a jumper wire, free of charge. Owner notification letters are expected to be mailed September 11, 2026. Owners may contact Jayco customer service at 1-800-283-8267. Jayco's number for this recall is 9901665.","Dealers will install a jumper wire, free of charge. Owner notification letters were mailed August 20, 2026. Owners may contact Jayco customer service at 1-800-283-8267. Jayco's number for this recall is 9901665.",2026-08-22T07:03:08+00:00,2026-08-22T14:16:36+00:00
