maker_code,us_year,year_gap,needs_review,review_reason,us_campaign,nl_reference,reported_by,nl_announced,nl_reported,nl_owners,nl_published,nl_defect,nl_conseq,us_conseq,us_remedy,us_reported
25S58,2025,0,false,,25V349,MGP250285,"Ford Nederland B.V.",2025-07-28,2025-08-07,2025-08-05,2025-08-08,"De hoogspanningsaccu kan een productiefout bevatten waardoor in de cel met lage capaciteit een inwendige kortsluiting kan ontstaan. De correctie voor Terugroepactie 23S53 is wellicht niet correct geïnstalleerd.","Als de accu wordt uitgeschakeld, zal dat leiden tot verlies van motorvermogen bij uitrollen, waardoor de kans op een aanrijding groter wordt. Er kan thermische ontluchting van de accu plaatsvinden, wat kan leiden tot een voertuigbrand.","Battery failure can cause a loss of drive power, increasing the risk of a crash. Battery failure can also increase the risk of a fire.","Dealers will update the Battery Energy Control Module software, free of charge. Owner notification letters were mailed June 26, 2025. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25S58.",
25S65,2025,0,false,,25V404,MGP250287,"Ford Nederland B.V.",2025-07-23,2025-08-11,,2025-08-19,"De elektronische portiervergrendeling kan bij onverwachte ontlading van de 12V-accu in gesloten stand blijven.","Hierdoor kunnen bestuurder en voorpassagier worden buitengesloten en kan een inzittende niet snel worden bevrijd, wat het risico op letsel vergroot in noodsituaties of bij hoge temperaturen.","The inability to enter or exit the vehicle in an emergency increases the risk of injury.","Dealers will update the Powertrain Control Module (PCM) and the Secondary On-Board Diagnostic Control Module C (SOBDMC) software, free of charge. Owner notification letters were mailed to 2021-2025 Mustang Mach-E owners September 12, 2025. Additionally, Owner notification letters were mailed to 2024-2025 Mustang Mach-E owners July 10, 2025. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25S65.",
25S75,2025,0,false,,25V455,MGP250290,"Ford Nederland B.V.",2025-08-06,2025-08-14,2025-08-30,2025-08-19,"Door een defecte brandstofpomp kan de brandstofdruk afnemen, waardoor de motor kan uitvallen.","Hierdoor kan de motor tijdens het rijden uitvallen, wat het risico op een ongeval vergroot.","An engine stall increases the risk of a crash.","Dealers will replace the low pressure fuel pump on super duty vehicles and update the powertrain control module (PCM) software on all other affected vehicles, free of charge. Owner notification letters were mailed July 27, 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25S75.",2025-07-07
25S77,2025,0,false,,25V488,MGP250291,"Ford Nederland B.V.",2025-07-28,2025-08-12,2025-08-30,2025-08-19,"De rembekrachtiging kan tijdelijk uitvallen, waarbij het aangrijppunt van het rempedaal dieper komt te liggen.","Een onverwacht verlies van rembekrachtiging tijdens het rijden kan de remafstand verlengen en het risico op een ongeval vergroten.","An unexpected loss of power brake assist while driving can extend stopping distance and increase the risk of a crash. Additionally, a loss of power brake assist while ADAS features are engaged can result in the vehicle not braking as expected, increasing the risk of a crash.","The EBB module software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed on August 22, 2025. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25S77.",
25S76,2025,0,false,,25V467,MGP250303,"Ford Nederland B.V.",2025-08-05,2025-09-17,2025-08-22,2025-09-18,"Het hogedrukinspuitventiel kan barsten, waardoor er brandstof op de motor kan lekken.","Ophoping van vloeibare brandstof en/of brandstofdampen bij een heet oppervlak kan leiden tot ontbranding en brand onder de motorkap.","A fuel leak in the presence of an ignition source, such as hot engine or exhaust components, can increase the risk of a fire.","Dealers will update the engine control software. In addition, dealers will replace the high-pressure fuel rail assembly and fuel injectors, free of charge. As an interim repair, dealers will update the engine control software, free of charge. Interim owner notification letters notifying owners of the safety risk were mailed August 29, 2025. Second letters will be sent once the final remedy is available, anticipated in July 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25S76. This recall expands and replaces previous recall numbers 22V-859, 24V187, and 25V165. Vehicles previously remedied under 22V-859, 24V187, and 25V165 will need to have the new final remedy performed once it is available.",2025-11-07
RA062074,2025,0,false,,25V532,MGP250308,"Aston Martin Lagonda Ltd",2025-08-20,2025-09-03,2025-09-10,2025-09-05,"De vacuümpomp van de rembekrachtiger kan onder bepaalde omstandigheden geen vacuüm opbouwen, waardoor de rembekrachtiging minder goed werkt of uitvalt.","Dit kan leiden tot een hard aanvoelend rempedaal, langere remweg en verminderde remprestaties. Hierdoor neemt het risico op een ongeval toe.","A loss of power brake assist can extend the distance required to stop the vehicle, increasing the risk of a crash.","Aston Martin will update the ESP software for all affected vehicles, free of charge. Owner notification letters were mailed on November 1, 2025. Owners may contact Aston Martin customer service at 1-888-923-9988. Aston Martin's number for this recall is RA-06-2074",
RP1064,2025,0,false,,25V555,MGP250312,"Volvo Cars Nederland B.V.",2025-08-20,2025-08-25,2025-08-25,2025-08-28,"De aero wing is mogelijk niet goed gemonteerd op de motorkap.","Hierdoor kan deze in het ergste geval loskomen en in het verkeer terecht komen.","A detached bumper can become a road hazard, increasing the risk of a crash.","Polestar will inspect the hood wing bumper for missing screws. If any screws are missing, the bumper and screws will be replaced. Repairs will be performed free of charge. Owner notification letters were mailed September 30, 2025. Owners may contact Polestar's customer service at 1-800-806-2504. Polestar's number for this recall is RP1064.",
SRVRCL25002,2025,0,false,,25V570,MGP250338,"Ducati North Europe",2025-09-10,2025-09-15,2025-09-20,2025-09-16,"De achteras kan breken.","Dit kan leiden tot verlies van de controle over het voertuig met een ongeval als gevolg.","A rear wheel axle that breaks while riding can result in a loss of motorcycle control, increasing the risk of a crash or injury.","Dealers will replace the rear wheel axle, free of charge. Owner notification letters were mailed October 16, 2025. Owners may contact Ducati customer service at 1-888-391-5446. The manufacturer's number for this recall is SRV-RCL-25-002.",2025-03-09
25C43,2025,0,false,,25V546,MGP250343,"Ford Nederland B.V.",2025-09-08,2025-09-30,2025-10-08,2025-09-18,"In de boordcomputer (BCM) kan water binnendringen waardoor de achterlichten, kentekenplaatverlichting en de markeerverlichting uitvallen.","Het voertuig is minder zichtbaar wat het risico op een ongeval vergroot.","License plate, side marker, and tail lights that fail to illuminate as intended can reduce visibility to other drivers, increasing the risk of a crash.","Dealers will inspect and seal the body seams as necessary. Dealers will also inspect the body control module for corrosion and replace it, if necessary. Repairs will be performed free of charge. Owner notification letters were mailed October 10, 2025. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25C43.",
SVRCL025018,2025,0,false,,25V587,MGP250351,"Zero Motorcycles Inc.",2025-09-18,2025-10-27,2025-09-19,2025-10-30,"De kabelboom van het contactslot zit mogelijk te dicht bij het balhoofd en/of te strak vast met een kabelbinder, waardoor de draden uiteindeljk kunnen breken.","Dit kan tijdens het rijden leiden tot een plotseling verlies van aandrijving, wat het risico op een ongeval vergroot.","A loss of drive power increases the risk of a crash.","The firmware will be updated by a dealer, or through an over-the-air (OTA) update, free of charge. Owner notification letters were mailed September 26, 2025. Owners may contact Zero customer service at 1-888-841-8085. Zero's number for this recall is SV-RCL-025-018.",2025-09-09
0190,2025,0,true,"code too short to be certain",25V590,MGP250353,"Harley-Davidson Benelux BV",2025-09-19,2025-09-24,2025-10-15,2025-09-29,"De bovenste voorvorkbrug kan scheuren.","Als een voorvorkbrug breekt kan de bestuurder de controle over de motor verliezen met een verhoogde kans op een ongeval.","An upper triple clamp that fractures while the motorcycle is being operated could lead to a loss of control, increasing the risk of a crash.","Dealers will replace the upper triple clamp, free of charge. Owner notification letters were mailed October 1, 2025. Owners may contact Harley-Davidson customer service at 1-800-258-2464. Harley-Davidson's number for this recall is 0190.",2025-10-09
25S19,2025,1,false,,25V164,MGP250356,"Ford Nederland B.V.",2026-05-07,2026-08-25,2025-06-03,2026-08-31,"Door een fout in de automatische versnellingsbak werkt de achteruitversnelling mogelijk niet.","Hierdoor kan het voertuig onbedoeld vooruit rollen terwijl de keuzehendel op achteruit staat, wat het risico op een ongeval vergroot.","Unexpected vehicle movement increases the risk of a crash.","Dealers will replace the transmission main control valve body, free of charge. Owner notification letters were mailed April 11, 2025. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25S19.",
69UM,2025,0,true,"code too short to be certain",25V638,MGP250357,"Pon's Automobielhandel B.V.",2025-09-24,2025-10-06,2025-09-30,2025-10-07,"In de veiligheidsgordels voorin zijn mogelijk beschadigde torsiestaven gemonteerd.","Een beschadigde torsiestaaf kan bij een ongeval breken, waardoor de gordel ongecontroleerd afrolt. De beschermende werking van de gordel is daardoor niet meer gegarandeerd. Er bestaat verhoogd gevaar voor verwondingen","In a crash, a damaged torsion bar in a retractor could fail. If this happens, the seat belt may not properly restrain an occupant during a crash, increasing the risk of injury.","Dealers will replace one or both front seat belts, free of charge. Owner notification letters were mailed October 30, 2025, and October 31, 2025. Owners may contact Audi at 1-800-253-2834 or Volkswagen at 1-800-893-5298. Audi's number for this recall is 69UM; Volkswagen’s number for this recall is 694T. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning September 26, 2025.",
ASA9,2025,0,true,"code too short to be certain",25V634,MGP250364,"Pon's Automobielhandel B.V. (Luxury Cars)",2025-10-01,2025-10-13,2025-10-20,2025-10-15,"De hogedrukbrandstofpomp kan door een productiefout een onjuiste schroefverbinding hebben.","Dit kan leiden tot brandstoflekkage en een verhoogd risico op brand.","A fuel leak in the presence of an ignition source increases the risk of a fire.","Dealers will inspect and tighten the screw connections and replace the high pressure fuel pump and fuel lines as necessary, free of charge. Owner notification letters were mailed November 19, 2025. Owners may contact Porsche customer service at 1-800-767-7243. Porsche's number for this recall is ASA9. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning October 10, 2025.",
R10342,2025,0,false,,25V654,MGP250367,"Volvo Cars Nederland B.V.",2025-10-01,2025-10-06,2025-10-20,2025-10-10,"De bedieningcilinders van de achterklep kunnen losraken tijdens het openen of sluiten van de achterklep.","De achterklep kan plotseling dicht vallen, wat kan leiden tot verwondingen.","A tailgate that suddenly drops can hit a person, increasing the risk of injury.","Owners are advised not to use the POT function until the repair is completed. Dealers will replace both POT drive units. Owner letters were mailed November 24, 2025. Owners may contact Volvo's customer service at 1-800-458-1552. Volvo's number for this recall is R10342. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning October 7, 2025.",
25S72,2025,0,false,,25V442,MGP250371,"Ford Nederland B.V.",2025-09-05,2025-10-02,2025-10-15,2025-10-02,"Het scherm van de achteruitrijcamera kan uitvallen of het beeld kan vast blijven staan op het scherm","Het risico op een ongeval wordt vergroot","A rearview camera that displays a blank image can reduce the driver's view behind the vehicle. A rearview image that continues to be displayed after the vehicle is shifted out of reverse may distract the driver. Both of these situations can increase the risk of a crash.","Dealers will update the rearview camera software, free of charge. Owner notification letters were mailed September 4, 2025. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25S72.",
SB2517011,2025,0,false,,25V658,MGP250375,"Tesla Motors Netherlands BV",2025-10-03,2025-10-16,,2025-10-17,"De achteruitrijverlichting werkt mogelijk niet als de achteruit wordt ingeschakeld.","Achteruitrijlichten die niet branden wanneer de auto in de achteruitversnelling staat, kunnen het risico op een botsing vergroten.","Reverse lights that fail to illuminate reduce visibility and may not alert pedestrians or other drivers that the vehicle is backing up, increasing the risk of a crash.","Tesla Service will replace the reverse lights and reverse facia harness, free of charge. Owner notification letters were mailed November 26, 2025. Owners may contact Tesla customer service at 1-877-798-3752. Tesla's number for this recall is SB-25-17-011.",2025-01-10
25S92,2025,0,false,,25V614,MGP250414,"Ford Nederland B.V.",2025-10-23,2026-07-21,2026-02-09,2025-12-01,"De kabels van de gordelspanners kunnen verzwakken of loskomen tijdens een ongeval door corrosie.","Een gecorrodeerde kabel van de gordelspanner minder sterk zijn en een inzittende bij een aanrijding niet voldoende vasthouden, waardoor het risico op verwondingen groter is.","A corroded cable can break, preventing the seat belt from properly restraining an occupant, and increasing the risk of injury during a crash.","Dealers will inspect and replace both front seat belt anchor pretensioner assemblies, as necessary. In addition, dealers will remove sections of the carpet and underlayment that contact the cables. Dealers will also inspect the A-pillar sealing patches, and as necessary, install A-pillar body plugs, and/or inspect and replace the front outboard seat bolts. Repairs will be performed free of charge. Interim letters, notifying owners of the safety risk, were mailed October 20, 2025. Additional letters will be sent once the final remedy is available, anticipated December 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25S92. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov September 17, 2025.",2025-12-09
25SB5,2025,0,false,,25V721,MGP250420,"Ford Nederland B.V.",2025-10-31,2026-08-04,2025-11-28,2026-08-07,"De bouten voor de bevestiging van de rugleuning aan het stoelframe kunnen mogelijk loskomen.","De kans bestaat dat de rugleuning van de stoel beweegt tijdens een aanrijding en er is een groter risico op verwondingen van de inzittende tijdens een aanrijding.","A seat with a dislodged bolt may not properly restrain an occupant in a crash, increasing the risk of injury.","Dealers will inspect and replace the pivot links and bolts as necessary, free of charge. Owner notification letters were mailed April 28, 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25SB5. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov beginning October 28, 2025.",
692K,2025,0,true,"code too short to be certain",25V777,MGP250424,"Pon's Automobielhandel B.V.",2025-11-12,2025-11-13,2025-11-14,2025-11-14,"De gordelsloten van de voorstoelen hebben mogelijk een interne verbinding die niet goed vast zit.","Hierdoor kan het gordelslot bij weinig belasting losraken en onvoldoende bescherming bieden bij een ongeval. Dit verhoogt het risico op lichamelijk letsel.","A seat belt that is missing a rivet may not properly restrain an occupant during a crash, increasing the risk of injury.","Dealers will replace both front seat belt buckles, free of charge. Owner notification letters were mailed December 3, 2025. Owners may contact Audi at 1-800-253-2834. Audi's number for this recall is 692K. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on November 14, 2025.",2025-12-11
25S89,2025,0,false,,25V572,MGP250429,"Ford Nederland B.V.",2025-11-24,2026-05-26,2026-06-15,2026-05-28,"Het beeld van de achteruitrijcamera kan vervormd worden weergegeven of wegvallen.","Dit kan het risico vergroten dat personen of obstakels achter het voertuig over het hoofd worden gezien bij het achteruitrijden, wanneer het beeld van de achteruitkijkcamera wegvalt of vervormd is.","A rearview camera that displays an inverted, distorted, or blank image can reduce the driver’s view behind the vehicle, increasing the risk of a crash.","Dealers will inspect and replace the rearview camera as necessary, free of charge. Owner notification letters were mailed January 13, 2026. Ford owners will receive letters in phases, beginning January 2026 and June 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25S89. This recall expands previous NHTSA recall number 25V270. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning September 8, 2025.",2025-04-09
R10345,2025,0,false,,25V818,MGP250433,"Volvo Cars Nederland B.V.",2025-11-24,2025-12-10,2025-12-31,2025-12-12,"De stoelbouten van de voorstoelen zijn mogelijk niet goed vastgezet.","Hierdoor neemt de stevigheid van de stoel af waardoor inzittenden bij een aanrijding mogelijk minder goed beschermd zijn.","A seat with loose bolts may not properly restrain an occupant during a crash, increasing the risk of injury.","Dealers will tighten the front seat bolts, free of charge. Owner notification letters were mailed December 17, 2025. Owners may contact Volvo's customer service at 1-800-458-1552. Volvo's number for this recall is R10345. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning December 5, 2025.",
RE25,2025,1,true,"code too short to be certain",25V648,MGP250440,"Pon's Automobielhandel B.V. (Luxury Cars)",2026-01-08,2026-01-29,2026-02-02,2026-02-02,"De accucellen van de hoogvolt accu kunnen oververhit raken tijdens het opladen.","Verhoogde kans op brand in het voertuig. De fabrikant adviseert de hoogvoltaccu niet op te laden en niet de ‘Battery hold’ modus te gebruiken totdat de modificatie in de werkplaats is uitgevoerd. De hoogvoltaccu kan nog wel geladen worden via de recuperatiefunctie.","A fuel leak in the presence of an ignition source increases the risk of a fire.","Dealers will inspect the screw connections and replace the high pressure fuel pump as necessary, free of charge. Owner notification letters were mailed October 14, 2025. Owners may contact Bentley customer service at 1-800-777-6923. Bentley's number for this recall is RE25/41. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning October 27, 2025.",
25SC4,2026,1,false,,26V091,MGP250442,"Ford Nederland B.V.",2025-11-20,2025-12-05,2025-11-28,2025-12-12,"In een of meer cellen van de hoogspanningsaccu kan interne kortsluiting in de cel ontstaan.","Hierdoor kan de aandrijving uitvallen, wat de kans op een ongeval vergroot. Daarnaast kan de accu oververhit raken en brand veroorzaken.","Battery failure can cause a loss of drive power, increasing the risk of a crash. Battery failure can also increase the risk of a fire.","Dealers will update the battery energy control module (BECM) and hybrid powertrain control module (HPCM) software, free of charge. Owners are advised to only use ""Auto EV"" mode and will be instructed by mail to limit the maximum charge of the battery until the remedy has been completed. Interim letters, notifying owners of the safety risk, and instructions to limit the maximum charge of the battery were mailed February 26, 2026. Additional letters will be sent once the final remedy is available. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25SC4. This recall expands previous recall numbers 24V954 and 25V489. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 18, 2026.",
SVRCL025021,2025,0,false,,25V834,MGP250453,"Zero Motorcycles Inc.",2025-12-08,2026-03-24,2025-12-08,2026-03-26,"Door een defect in de motorcontroller kan de zekering van de aandrijving doorbranden.","Hierdoor kan het aandrijfvermogen onverwacht verloren gaan, wat het risico op een ongeval vergroot.","A loss of drive power increases the risk of a crash.","Dealers will replace the controller, free of charge. Owner notification letters were mailed January 19, 2026. Owners may contact Zero customer service at 1-888-841-8085. Zero's number for this recall is SV-RCL-025-021. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning December 19, 2025.",2025-02-12
SRVRCL25004,2025,0,false,,25V838,MGP250457,"Ducati North Europe",2025-12-15,2025-12-17,2025-12-24,2025-12-19,"Door een fout in de kabelboom is de ABS-pomp mogelijk niet goed beveiligd, waardoor de zekering tijdens langdurig remmen kan doorsmelten.","Als de zekering doorsmelt, valt het ABS-systeem uit, waardoor de wielen onbedoeld kunnen blokkeren tijdens het remmen. Dit verhoogt het risico op een ongeval.","Front or rear wheel lockup can cause a loss of motorcycle control, increasing the risk of a crash or injury.","Dealers will inspect the fuses and fuse holders, and repair them as necessary, free of charge. Owner notification letters were mailed January 30, 2026. Owners may contact Ducati customer service at 1-888-391-5446. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning December 15, 2025. Ducati's number for this recall is SRV-RCL-25-004.",2025-05-12
H552,2025,1,true,"code too short to be certain",25V466,MGP250465,"Jaguar Land Rover Nederland B.V.",2026-02-18,2026-02-18,2025-12-17,2026-02-20,"De passagiersairbag kan scheuren tijdens de activering doordat deze niet goed is opgevouwen.","Dit verminderd de bescherming bij een ongeval. Ook kunnen hete gassen ontsnappen, waardoor inzittenden brandwonden kunnen oplopen.","A torn air bag may not adequately protect an occupant in a crash, increasing the risk of injury. Additionally, a torn air bag may allow hot gases to escape, which can cause a burn injury.","Dealers will replace the passenger air bag module, free of charge. Owner letters were mailed February 6, 2026. Owners may contact Jaguar's customer service at 1-800-452-4827. Jaguar's number for this recall is H552.",2025-11-07
25C55,2025,0,false,,25V689,MGP260012,"Ford Nederland B.V.",2025-12-03,2026-01-15,2026-01-20,2026-01-16,"De controlelamp van het remsysteem gaat niet branden wanneer het remvloeistofpeil onder het minimum peil in het remvloeistofreservoir komt. De corrigerende software voor de terugroepactie 23C35 is mogelijk niet correct geïnstalleerd.","Wanneer de remvloeistof uit het reservoir opraakt, gaat het waarschuwingslampje voor het remsysteem niet branden.","Without a low brake fluid warning light, the vehicle may be driven with low brake fluid, reducing braking performance and increasing the risk of a crash.","Dealers will update the body control module software, free of charge. Owner notification letters were mailed December 11, 2025. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25C55. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning November 17, 2025.",2025-10-10
RP1079,2026,0,false,,26V037,MGP260022,"Volvo Cars Nederland B.V.",2026-01-20,2026-01-23,2026-02-25,2026-01-27,"De beugel van de achterbankvergrendeling is mogelijk onjuist aan het chassis bevestigd.","Bij een botsing kan de bagage ervoor zorgen dat de achterbank losschiet en de inzittenden verwonden.Polestar adviseert om geen bagage in de kofferruimte te plaatsen voordat het voertuig is gerepareerd.","A loose rear seat backrest may fall forward and allow cargo to enter the cabin during a crash, increasing the risk of injury.","Dealers will inspect and tighten the rear seat backrest striker bracket mounting nuts as necessary, free of charge. Owner notification letters were mailed March 4, 2026. Owners may contact Polestar's customer service at 1-800-806-2504. Polestar's number for this recall is RP1079. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov beginning January 30, 2026.",
N945,2025,1,true,"code too short to be certain",25V454,MGP260031,"Jaguar Land Rover Nederland B.V.",2026-01-28,2026-02-27,2026-03-02,2026-02-27,"De passagiersairbag kan scheuren als deze wordt geactiveerd bij een ongeval omdat de airbag onjuist is opgevouwen tijdens het montageproces.","Een gescheurde airbag kan de bescherming van de inzittenden verminderen, waardoor het risico op letsel bij een botsing groter is. Bij een gescheurde airbag kunnen ook hete gassen ontsnappen, waardoor inzittenden brandwonden kunnen oplopen.","A torn air bag may not adequately protect an occupant in a crash, increasing the risk of injury. Additionally, a torn air bag may allow hot gases to escape, which can cause a burn injury.","Dealers will repair the passenger air bag module, free of charge. Owner letters were mailed February 17 2026. Owners may contact Land Rover's customer service at 800-637-6837. Land Rover's number for this recall is N945.",2025-07-07
SRVRCL26001,2026,0,false,,26V050,MGP260038,"Ducati North Europe",2026-02-03,2026-02-08,2026-02-08,2026-02-10,"De remleiding van de achterrem is onvoldoende beschermd tegen de hitte van het motorblok.","De achterremmen kunnen remdruk verliezen.","A sudden loss of rear brake function increases the risk of a crash or injury.","Dealers will replace the thermal shield, free of charge. Owner notification letters were mailed March 9, 2026. Owners may contact Ducati customer service at 1-888-391-5446. Ducati's number for this recall is SRV-RCL-26-001. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 3, 2026. This recall expands and replaces previous NHTSA recall number 25V013. Vehicles repaired under the previous recall will need to have the new remedy completed.",
0191,2026,0,true,"code too short to be certain",26V075,MGP260051,"Harley-Davidson Benelux BV",2026-02-12,2026-02-27,2026-12-02,2026-03-02,"De bovenste voorvorkbrug kan scheuren.","Als een voorvorkbrug breekt kan de bestuurder de controle over de motor verliezen met een verhoogde kans op een ongeval","An upper triple clamp that fractures can lead to a loss of control, increasing the risk of a crash.","Dealers will inspect and replace the upper triple clamp, as necessary, free of charge. Owner notification letters are expected to be mailed February 19, 2026. Owners may contact Harley-Davidson customer service at 1-800-258-2464. Harley-Davidson's number for this recall is 0191. This recall expands previous NHTSA recall number 25V590. Motorcycles that were repaired under the previous recall will need to have the new remedy performed.",2026-09-02
25SD9,2025,0,false,,25V860,MGP260085,"Ford Nederland B.V.",2025-12-03,2026-03-12,2026-04-15,2026-04-09,"De linker, achterste aandrijfas is mogelijk niet goed in de elektrische aandrijving geplaatst waardoor deze vroegtijdig kan slijten.","Hierdoor kan lekkage en uiteindelijk verlies van aandrijfkracht optreden. Ook kan het voertuig onbedoeld bewegen in de parkeerstand.","A loss of drive power increases the risk of a crash. In addition, a half shaft that is not fully engaged to the primary drive unit can result in a vehicle rollaway if the parking brake is not applied, increasing the risk of a crash or injury.","Dealer will inspect and replace the rear half shaft and power drive unit components as necessary, free of charge. Owner notification letters were mailed April 3, 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 25SD9. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on December 15, 2025.",2025-12-12
R10365,2026,0,false,,26V136,MGP260093,"Volvo Cars Nederland B.V.",2026-03-12,2026-03-16,2026-03-16,2026-03-17,"Er wordt geen waarschuwingsgeluid gegeven als de veiligheidsgordel niet is vast gemaakt.","De bestuurder krijgt geen waarschuwing als de inzittenden geen veiligheidsgordel dragen.","An audible warning chime that does not properly alert of an unbelted seat belt can increase the risk of injury during a crash.","Dealers will replace the terminals at the audio module connector, free of charge. Owner notification letters were mailed March 26, 2026. Owners may contact Volvo Car’s customer service at 1-800-458-1552. Volvo Car’s number for this recall is R10365. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on March 13, 2026.",2026-11-03
RA412086,2026,0,false,,26V200,MGP260104,"Aston Martin Lagonda Ltd",2026-03-17,2026-04-20,2026-05-05,2026-04-21,"De onderste draagarm achter is mogelijk met een verkeerde bout vastgezet.","Als de draagarm losraakt wordt de kans op een ongeval vergroot.","Failure of the rear lower suspension arm can cause a loss of vehicle control, damage the brake line or other suspension components, and increase the risk of a crash.","Aston Martin will inspect the lower rear suspension arms for cracks, and as necessary, replace the lower rear arms, and replace the bolts for the torque reaction links, free of charge. Owner notification letters were mailed May 28, 2026. Owners may contact Aston Martin customer service at 1-888-923-9988. Aston Martin's number for this recall is RA-41-2086. The Vehicle Identification Number (VIN) involved in this recall became searchable on NHTSA.gov on April 2, 2026.",
26S10,2026,0,false,,26V122,MGP260128,"Ford Nederland B.V.",2026-04-01,2026-04-28,2026-05-02,2026-04-30,"De uitlaatgasrecirculatieklep (EGR-klep) kan defect raken.","De aandrijving kan wegvallen wat het risico op een ongeval vergroot.","An unexpected loss of drive power increases the risk of a crash.","Dealers will replace the EGR valves, free of charge. Owner notification letters were mailed July 31, 2026. Owners may contact Ford customer service at 1-866-436-7332. Ford's number for this recall is 26S10. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on March 4, 2026.",2026-03-03
26S09,2026,0,false,,26V124,MGP260129,"Ford Nederland B.V.",2026-05-27,2026-05-27,2026-06-08,2026-05-28,"De achteruitrijcamera kan uitvallen door oververhitting van de (APIM) module.","Als het beeld van de achteruitrijcamera niet wordt weergegeven tijdens het achteruitrijden wordt het zicht naar achteren beperkt, wat het risico op een ongeval vergroot.","A rearview camera that fails to display an image can reduce the driver’s view behind the vehicle, increasing the risk of a crash.","The APIM software will be updated by a dealer, or through an over-the-air (OTA) update, free of charge. Owner notification letters were mailed April 13, 2026. Owners may contact Ford Customer Service at 1-866-436-7332. Ford's number for this recall is 26S09. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on March 5, 2026.",2026-03-03
SR26030,2026,0,false,,26V193,MGP260131,"Lucid Europe B.V.",2026-04-09,2026-04-17,2026-05-22,2026-04-20,"De bevestigingsbouten van de aandrijfas zitten mogelijk niet goed vast.","Dit kan leiden tot onverwacht verlies van de aandrijving en vergroot de kans op een ongeval.","A disconnected half shaft can result in a loss of drive power, increasing the risk of a crash.","Lucid will remove and install new bolts, free of charge. Owner notification letters were mailed May 18, 2026. Owners may contact Lucid at 1-888-995-8243. Lucid's number for this recall is SR-26-03-0. This recall is an expansion of previous NHTSA recall number 25V669.",
20261,2026,0,false,,26V098,MGP260135,"BRP European Distribution SA",2026-04-14,2026-04-14,2026-04-14,2026-04-17,"De steun van de voorremklauw kan breken door herhaaldelijk hard remmen of noodremmen.","Als de steun breekt, zal de werking van de voorrem verloren gaan, wat het risico op een ongeval vergroot.","Structural failure may prevent the seat from properly restraining an occupant during a crash, increasing the risk of injury.","The remedy is currently under development. All affected vehicles were repaired by June 22, 2026. Owners may contact Braun Ambulances' customer service at 1-800-363-7591. Braun Ambulances number for this recall is 2026-1.",
